node_loc,technology,year_vtg,value,unit
R12_AFR,crudeoil_tanker_loil,broadcast,0.04,USD/Mt-km
R12_RCPA,crudeoil_tanker_loil,broadcast,0.04,USD/Mt-km
R12_CHN,crudeoil_tanker_loil,broadcast,0.04,USD/Mt-km
R12_EEU,crudeoil_tanker_loil,broadcast,0.04,USD/Mt-km
R12_FSU,crudeoil_tanker_loil,broadcast,0.04,USD/Mt-km
R12_LAM,crudeoil_tanker_loil,broadcast,0.04,USD/Mt-km
R12_MEA,crudeoil_tanker_loil,broadcast,0.04,USD/Mt-km
R12_NAM,crudeoil_tanker_loil,broadcast,0.04,USD/Mt-km
R12_PAO,crudeoil_tanker_loil,broadcast,0.04,USD/Mt-km
R12_PAS,crudeoil_tanker_loil,broadcast,0.04,USD/Mt-km
R12_SAS,crudeoil_tanker_loil,broadcast,0.04,USD/Mt-km
R12_WEU,crudeoil_tanker_loil,broadcast,0.04,USD/Mt-km
