node_loc,technology,year_act,mode,time,value,unit
R12_FSU,lh2_shipped_imp,2000,M1,year,,GWa
R12_LAM,lh2_shipped_imp,2000,M1,year,,GWa
R12_MEA,lh2_shipped_imp,2000,M1,year,,GWa
R12_NAM,lh2_shipped_imp,2000,M1,year,,GWa
R12_PAO,lh2_shipped_imp,2000,M1,year,,GWa
R12_PAS,lh2_shipped_imp,2000,M1,year,,GWa
R12_SAS,lh2_shipped_imp,2000,M1,year,,GWa
R12_WEU,lh2_shipped_imp,2000,M1,year,,GWa
R12_AFR,lh2_shipped_imp,2000,M1,year,,GWa
R12_AFR,lh2_shipped_exp_rcpa,2005,M1,year,,GWa
R12_AFR,lh2_shipped_exp_chn,2005,M1,year,,GWa
R12_AFR,lh2_shipped_exp_eeu,2005,M1,year,,GWa
R12_AFR,lh2_shipped_exp_fsu,2005,M1,year,,GWa
R12_AFR,lh2_shipped_exp_lam,2005,M1,year,,GWa
R12_AFR,lh2_shipped_exp_mea,2005,M1,year,,GWa
R12_AFR,lh2_shipped_exp_nam,2005,M1,year,,GWa
R12_AFR,lh2_shipped_exp_pao,2005,M1,year,,GWa
R12_AFR,lh2_shipped_exp_pas,2005,M1,year,,GWa
R12_AFR,lh2_shipped_exp_sas,2005,M1,year,,GWa
R12_AFR,lh2_shipped_exp_weu,2005,M1,year,,GWa
R12_RCPA,lh2_shipped_exp_afr,2005,M1,year,,GWa
R12_RCPA,lh2_shipped_exp_chn,2005,M1,year,,GWa
R12_RCPA,lh2_shipped_exp_eeu,2005,M1,year,,GWa
R12_RCPA,lh2_shipped_exp_fsu,2005,M1,year,,GWa
R12_RCPA,lh2_shipped_exp_lam,2005,M1,year,,GWa
R12_RCPA,lh2_shipped_exp_mea,2005,M1,year,,GWa
R12_RCPA,lh2_shipped_exp_nam,2005,M1,year,,GWa
R12_RCPA,lh2_shipped_exp_pao,2005,M1,year,,GWa
R12_RCPA,lh2_shipped_exp_pas,2005,M1,year,,GWa
R12_RCPA,lh2_shipped_exp_sas,2005,M1,year,,GWa
R12_RCPA,lh2_shipped_exp_weu,2005,M1,year,,GWa
R12_CHN,lh2_shipped_exp_afr,2005,M1,year,,GWa
R12_CHN,lh2_shipped_exp_rcpa,2005,M1,year,,GWa
R12_CHN,lh2_shipped_exp_eeu,2005,M1,year,,GWa
R12_CHN,lh2_shipped_exp_fsu,2005,M1,year,,GWa
R12_CHN,lh2_shipped_exp_lam,2005,M1,year,,GWa
R12_CHN,lh2_shipped_exp_mea,2005,M1,year,,GWa
R12_CHN,lh2_shipped_exp_nam,2005,M1,year,,GWa
R12_CHN,lh2_shipped_exp_pao,2005,M1,year,,GWa
R12_CHN,lh2_shipped_exp_pas,2005,M1,year,,GWa
R12_CHN,lh2_shipped_exp_sas,2005,M1,year,,GWa
R12_CHN,lh2_shipped_exp_weu,2005,M1,year,,GWa
R12_EEU,lh2_shipped_exp_afr,2005,M1,year,,GWa
R12_EEU,lh2_shipped_exp_rcpa,2005,M1,year,,GWa
R12_EEU,lh2_shipped_exp_chn,2005,M1,year,,GWa
R12_EEU,lh2_shipped_exp_fsu,2005,M1,year,,GWa
R12_EEU,lh2_shipped_exp_lam,2005,M1,year,,GWa
R12_EEU,lh2_shipped_exp_mea,2005,M1,year,,GWa
R12_EEU,lh2_shipped_exp_nam,2005,M1,year,,GWa
R12_EEU,lh2_shipped_exp_pao,2005,M1,year,,GWa
R12_EEU,lh2_shipped_exp_pas,2005,M1,year,,GWa
R12_EEU,lh2_shipped_exp_sas,2005,M1,year,,GWa
R12_EEU,lh2_shipped_exp_weu,2005,M1,year,,GWa
R12_FSU,lh2_shipped_exp_afr,2005,M1,year,,GWa
R12_FSU,lh2_shipped_exp_rcpa,2005,M1,year,,GWa
R12_FSU,lh2_shipped_exp_chn,2005,M1,year,,GWa
R12_FSU,lh2_shipped_exp_eeu,2005,M1,year,,GWa
R12_FSU,lh2_shipped_exp_lam,2005,M1,year,,GWa
R12_FSU,lh2_shipped_exp_mea,2005,M1,year,,GWa
R12_FSU,lh2_shipped_exp_nam,2005,M1,year,,GWa
R12_FSU,lh2_shipped_exp_pao,2005,M1,year,,GWa
R12_FSU,lh2_shipped_exp_pas,2005,M1,year,,GWa
R12_FSU,lh2_shipped_exp_sas,2005,M1,year,,GWa
R12_FSU,lh2_shipped_exp_weu,2005,M1,year,,GWa
R12_LAM,lh2_shipped_exp_afr,2005,M1,year,,GWa
R12_LAM,lh2_shipped_exp_rcpa,2005,M1,year,,GWa
R12_LAM,lh2_shipped_exp_chn,2005,M1,year,,GWa
R12_LAM,lh2_shipped_exp_eeu,2005,M1,year,,GWa
R12_LAM,lh2_shipped_exp_fsu,2005,M1,year,,GWa
R12_LAM,lh2_shipped_exp_mea,2005,M1,year,,GWa
R12_LAM,lh2_shipped_exp_nam,2005,M1,year,,GWa
R12_LAM,lh2_shipped_exp_pao,2005,M1,year,,GWa
R12_LAM,lh2_shipped_exp_pas,2005,M1,year,,GWa
R12_LAM,lh2_shipped_exp_sas,2005,M1,year,,GWa
R12_LAM,lh2_shipped_exp_weu,2005,M1,year,,GWa
R12_MEA,lh2_shipped_exp_afr,2005,M1,year,,GWa
R12_MEA,lh2_shipped_exp_rcpa,2005,M1,year,,GWa
R12_MEA,lh2_shipped_exp_chn,2005,M1,year,,GWa
R12_MEA,lh2_shipped_exp_eeu,2005,M1,year,,GWa
R12_MEA,lh2_shipped_exp_fsu,2005,M1,year,,GWa
R12_MEA,lh2_shipped_exp_lam,2005,M1,year,,GWa
R12_MEA,lh2_shipped_exp_nam,2005,M1,year,,GWa
R12_MEA,lh2_shipped_exp_pao,2005,M1,year,,GWa
R12_MEA,lh2_shipped_exp_pas,2005,M1,year,,GWa
R12_MEA,lh2_shipped_exp_sas,2005,M1,year,,GWa
R12_MEA,lh2_shipped_exp_weu,2005,M1,year,,GWa
R12_NAM,lh2_shipped_exp_afr,2005,M1,year,,GWa
R12_NAM,lh2_shipped_exp_rcpa,2005,M1,year,,GWa
R12_NAM,lh2_shipped_exp_chn,2005,M1,year,,GWa
R12_NAM,lh2_shipped_exp_eeu,2005,M1,year,,GWa
R12_NAM,lh2_shipped_exp_fsu,2005,M1,year,,GWa
R12_NAM,lh2_shipped_exp_lam,2005,M1,year,,GWa
R12_NAM,lh2_shipped_exp_mea,2005,M1,year,,GWa
R12_NAM,lh2_shipped_exp_pao,2005,M1,year,,GWa
R12_NAM,lh2_shipped_exp_pas,2005,M1,year,,GWa
R12_NAM,lh2_shipped_exp_sas,2005,M1,year,,GWa
R12_NAM,lh2_shipped_exp_weu,2005,M1,year,,GWa
R12_PAO,lh2_shipped_exp_afr,2005,M1,year,,GWa
R12_PAO,lh2_shipped_exp_rcpa,2005,M1,year,,GWa
R12_PAO,lh2_shipped_exp_chn,2005,M1,year,,GWa
R12_PAO,lh2_shipped_exp_eeu,2005,M1,year,,GWa
R12_PAO,lh2_shipped_exp_fsu,2005,M1,year,,GWa
R12_PAO,lh2_shipped_exp_lam,2005,M1,year,,GWa
R12_PAO,lh2_shipped_exp_mea,2005,M1,year,,GWa
R12_PAO,lh2_shipped_exp_nam,2005,M1,year,,GWa
R12_PAO,lh2_shipped_exp_pas,2005,M1,year,,GWa
R12_PAO,lh2_shipped_exp_sas,2005,M1,year,,GWa
R12_PAO,lh2_shipped_exp_weu,2005,M1,year,,GWa
R12_PAS,lh2_shipped_exp_afr,2005,M1,year,,GWa
R12_PAS,lh2_shipped_exp_rcpa,2005,M1,year,,GWa
R12_PAS,lh2_shipped_exp_chn,2005,M1,year,,GWa
R12_PAS,lh2_shipped_exp_eeu,2005,M1,year,,GWa
R12_PAS,lh2_shipped_exp_fsu,2005,M1,year,,GWa
R12_PAS,lh2_shipped_exp_lam,2005,M1,year,,GWa
R12_PAS,lh2_shipped_exp_mea,2005,M1,year,,GWa
R12_PAS,lh2_shipped_exp_nam,2005,M1,year,,GWa
R12_PAS,lh2_shipped_exp_pao,2005,M1,year,,GWa
R12_PAS,lh2_shipped_exp_sas,2005,M1,year,,GWa
R12_PAS,lh2_shipped_exp_weu,2005,M1,year,,GWa
R12_SAS,lh2_shipped_exp_afr,2005,M1,year,,GWa
R12_SAS,lh2_shipped_exp_rcpa,2005,M1,year,,GWa
R12_SAS,lh2_shipped_exp_chn,2005,M1,year,,GWa
R12_SAS,lh2_shipped_exp_eeu,2005,M1,year,,GWa
R12_SAS,lh2_shipped_exp_fsu,2005,M1,year,,GWa
R12_SAS,lh2_shipped_exp_lam,2005,M1,year,,GWa
R12_SAS,lh2_shipped_exp_mea,2005,M1,year,,GWa
R12_SAS,lh2_shipped_exp_nam,2005,M1,year,,GWa
R12_SAS,lh2_shipped_exp_pao,2005,M1,year,,GWa
R12_SAS,lh2_shipped_exp_pas,2005,M1,year,,GWa
R12_SAS,lh2_shipped_exp_weu,2005,M1,year,,GWa
R12_WEU,lh2_shipped_exp_afr,2005,M1,year,,GWa
R12_WEU,lh2_shipped_exp_rcpa,2005,M1,year,,GWa
R12_WEU,lh2_shipped_exp_chn,2005,M1,year,,GWa
R12_WEU,lh2_shipped_exp_eeu,2005,M1,year,,GWa
R12_WEU,lh2_shipped_exp_fsu,2005,M1,year,,GWa
R12_WEU,lh2_shipped_exp_lam,2005,M1,year,,GWa
R12_WEU,lh2_shipped_exp_mea,2005,M1,year,,GWa
R12_WEU,lh2_shipped_exp_nam,2005,M1,year,,GWa
R12_WEU,lh2_shipped_exp_pao,2005,M1,year,,GWa
R12_WEU,lh2_shipped_exp_pas,2005,M1,year,,GWa
R12_WEU,lh2_shipped_exp_sas,2005,M1,year,,GWa
R12_RCPA,lh2_shipped_imp,2005,M1,year,,GWa
R12_CHN,lh2_shipped_imp,2005,M1,year,,GWa
R12_EEU,lh2_shipped_imp,2005,M1,year,,GWa
R12_FSU,lh2_shipped_imp,2005,M1,year,,GWa
R12_LAM,lh2_shipped_imp,2005,M1,year,,GWa
R12_MEA,lh2_shipped_imp,2005,M1,year,,GWa
R12_NAM,lh2_shipped_imp,2005,M1,year,,GWa
R12_PAO,lh2_shipped_imp,2005,M1,year,,GWa
R12_PAS,lh2_shipped_imp,2005,M1,year,,GWa
R12_SAS,lh2_shipped_imp,2005,M1,year,,GWa
R12_WEU,lh2_shipped_imp,2005,M1,year,,GWa
R12_AFR,lh2_shipped_imp,2005,M1,year,,GWa
R12_AFR,lh2_shipped_exp_rcpa,2010,M1,year,,GWa
R12_AFR,lh2_shipped_exp_chn,2010,M1,year,,GWa
R12_AFR,lh2_shipped_exp_eeu,2010,M1,year,,GWa
R12_AFR,lh2_shipped_exp_fsu,2010,M1,year,,GWa
R12_AFR,lh2_shipped_exp_lam,2010,M1,year,,GWa
R12_AFR,lh2_shipped_exp_mea,2010,M1,year,,GWa
R12_AFR,lh2_shipped_exp_nam,2010,M1,year,,GWa
R12_AFR,lh2_shipped_exp_pao,2010,M1,year,,GWa
R12_AFR,lh2_shipped_exp_pas,2010,M1,year,,GWa
R12_AFR,lh2_shipped_exp_sas,2010,M1,year,,GWa
R12_AFR,lh2_shipped_exp_weu,2010,M1,year,,GWa
R12_RCPA,lh2_shipped_exp_afr,2010,M1,year,,GWa
R12_RCPA,lh2_shipped_exp_chn,2010,M1,year,,GWa
R12_RCPA,lh2_shipped_exp_eeu,2010,M1,year,,GWa
R12_RCPA,lh2_shipped_exp_fsu,2010,M1,year,,GWa
R12_RCPA,lh2_shipped_exp_lam,2010,M1,year,,GWa
R12_RCPA,lh2_shipped_exp_mea,2010,M1,year,,GWa
R12_RCPA,lh2_shipped_exp_nam,2010,M1,year,,GWa
R12_RCPA,lh2_shipped_exp_pao,2010,M1,year,,GWa
R12_RCPA,lh2_shipped_exp_pas,2010,M1,year,,GWa
R12_RCPA,lh2_shipped_exp_sas,2010,M1,year,,GWa
R12_RCPA,lh2_shipped_exp_weu,2010,M1,year,,GWa
R12_CHN,lh2_shipped_exp_afr,2010,M1,year,,GWa
R12_CHN,lh2_shipped_exp_rcpa,2010,M1,year,,GWa
R12_CHN,lh2_shipped_exp_eeu,2010,M1,year,,GWa
R12_CHN,lh2_shipped_exp_fsu,2010,M1,year,,GWa
R12_CHN,lh2_shipped_exp_lam,2010,M1,year,,GWa
R12_CHN,lh2_shipped_exp_mea,2010,M1,year,,GWa
R12_CHN,lh2_shipped_exp_nam,2010,M1,year,,GWa
R12_CHN,lh2_shipped_exp_pao,2010,M1,year,,GWa
R12_CHN,lh2_shipped_exp_pas,2010,M1,year,,GWa
R12_CHN,lh2_shipped_exp_sas,2010,M1,year,,GWa
R12_CHN,lh2_shipped_exp_weu,2010,M1,year,,GWa
R12_EEU,lh2_shipped_exp_afr,2010,M1,year,,GWa
R12_EEU,lh2_shipped_exp_rcpa,2010,M1,year,,GWa
R12_EEU,lh2_shipped_exp_chn,2010,M1,year,,GWa
R12_EEU,lh2_shipped_exp_fsu,2010,M1,year,,GWa
R12_EEU,lh2_shipped_exp_lam,2010,M1,year,,GWa
R12_EEU,lh2_shipped_exp_mea,2010,M1,year,,GWa
R12_EEU,lh2_shipped_exp_nam,2010,M1,year,,GWa
R12_EEU,lh2_shipped_exp_pao,2010,M1,year,,GWa
R12_EEU,lh2_shipped_exp_pas,2010,M1,year,,GWa
R12_EEU,lh2_shipped_exp_sas,2010,M1,year,,GWa
R12_EEU,lh2_shipped_exp_weu,2010,M1,year,,GWa
R12_FSU,lh2_shipped_exp_afr,2010,M1,year,,GWa
R12_FSU,lh2_shipped_exp_rcpa,2010,M1,year,,GWa
R12_FSU,lh2_shipped_exp_chn,2010,M1,year,,GWa
R12_FSU,lh2_shipped_exp_eeu,2010,M1,year,,GWa
R12_FSU,lh2_shipped_exp_lam,2010,M1,year,,GWa
R12_FSU,lh2_shipped_exp_mea,2010,M1,year,,GWa
R12_FSU,lh2_shipped_exp_nam,2010,M1,year,,GWa
R12_FSU,lh2_shipped_exp_pao,2010,M1,year,,GWa
R12_FSU,lh2_shipped_exp_pas,2010,M1,year,,GWa
R12_FSU,lh2_shipped_exp_sas,2010,M1,year,,GWa
R12_FSU,lh2_shipped_exp_weu,2010,M1,year,,GWa
R12_LAM,lh2_shipped_exp_afr,2010,M1,year,,GWa
R12_LAM,lh2_shipped_exp_rcpa,2010,M1,year,,GWa
R12_LAM,lh2_shipped_exp_chn,2010,M1,year,,GWa
R12_LAM,lh2_shipped_exp_eeu,2010,M1,year,,GWa
R12_LAM,lh2_shipped_exp_fsu,2010,M1,year,,GWa
R12_LAM,lh2_shipped_exp_mea,2010,M1,year,,GWa
R12_LAM,lh2_shipped_exp_nam,2010,M1,year,,GWa
R12_LAM,lh2_shipped_exp_pao,2010,M1,year,,GWa
R12_LAM,lh2_shipped_exp_pas,2010,M1,year,,GWa
R12_LAM,lh2_shipped_exp_sas,2010,M1,year,,GWa
R12_LAM,lh2_shipped_exp_weu,2010,M1,year,,GWa
R12_MEA,lh2_shipped_exp_afr,2010,M1,year,,GWa
R12_MEA,lh2_shipped_exp_rcpa,2010,M1,year,,GWa
R12_MEA,lh2_shipped_exp_chn,2010,M1,year,,GWa
R12_MEA,lh2_shipped_exp_eeu,2010,M1,year,,GWa
R12_MEA,lh2_shipped_exp_fsu,2010,M1,year,,GWa
R12_MEA,lh2_shipped_exp_lam,2010,M1,year,,GWa
R12_MEA,lh2_shipped_exp_nam,2010,M1,year,,GWa
R12_MEA,lh2_shipped_exp_pao,2010,M1,year,,GWa
R12_MEA,lh2_shipped_exp_pas,2010,M1,year,,GWa
R12_MEA,lh2_shipped_exp_sas,2010,M1,year,,GWa
R12_MEA,lh2_shipped_exp_weu,2010,M1,year,,GWa
R12_NAM,lh2_shipped_exp_afr,2010,M1,year,,GWa
R12_NAM,lh2_shipped_exp_rcpa,2010,M1,year,,GWa
R12_NAM,lh2_shipped_exp_chn,2010,M1,year,,GWa
R12_NAM,lh2_shipped_exp_eeu,2010,M1,year,,GWa
R12_NAM,lh2_shipped_exp_fsu,2010,M1,year,,GWa
R12_NAM,lh2_shipped_exp_lam,2010,M1,year,,GWa
R12_NAM,lh2_shipped_exp_mea,2010,M1,year,,GWa
R12_NAM,lh2_shipped_exp_pao,2010,M1,year,,GWa
R12_NAM,lh2_shipped_exp_pas,2010,M1,year,,GWa
R12_NAM,lh2_shipped_exp_sas,2010,M1,year,,GWa
R12_NAM,lh2_shipped_exp_weu,2010,M1,year,,GWa
R12_PAO,lh2_shipped_exp_afr,2010,M1,year,,GWa
R12_PAO,lh2_shipped_exp_rcpa,2010,M1,year,,GWa
R12_PAO,lh2_shipped_exp_chn,2010,M1,year,,GWa
R12_PAO,lh2_shipped_exp_eeu,2010,M1,year,,GWa
R12_PAO,lh2_shipped_exp_fsu,2010,M1,year,,GWa
R12_PAO,lh2_shipped_exp_lam,2010,M1,year,,GWa
R12_PAO,lh2_shipped_exp_mea,2010,M1,year,,GWa
R12_PAO,lh2_shipped_exp_nam,2010,M1,year,,GWa
R12_PAO,lh2_shipped_exp_pas,2010,M1,year,,GWa
R12_PAO,lh2_shipped_exp_sas,2010,M1,year,,GWa
R12_PAO,lh2_shipped_exp_weu,2010,M1,year,,GWa
R12_PAS,lh2_shipped_exp_afr,2010,M1,year,,GWa
R12_PAS,lh2_shipped_exp_rcpa,2010,M1,year,,GWa
R12_PAS,lh2_shipped_exp_chn,2010,M1,year,,GWa
R12_PAS,lh2_shipped_exp_eeu,2010,M1,year,,GWa
R12_PAS,lh2_shipped_exp_fsu,2010,M1,year,,GWa
R12_PAS,lh2_shipped_exp_lam,2010,M1,year,,GWa
R12_PAS,lh2_shipped_exp_mea,2010,M1,year,,GWa
R12_PAS,lh2_shipped_exp_nam,2010,M1,year,,GWa
R12_PAS,lh2_shipped_exp_pao,2010,M1,year,,GWa
R12_PAS,lh2_shipped_exp_sas,2010,M1,year,,GWa
R12_PAS,lh2_shipped_exp_weu,2010,M1,year,,GWa
R12_SAS,lh2_shipped_exp_afr,2010,M1,year,,GWa
R12_SAS,lh2_shipped_exp_rcpa,2010,M1,year,,GWa
R12_SAS,lh2_shipped_exp_chn,2010,M1,year,,GWa
R12_SAS,lh2_shipped_exp_eeu,2010,M1,year,,GWa
R12_SAS,lh2_shipped_exp_fsu,2010,M1,year,,GWa
R12_SAS,lh2_shipped_exp_lam,2010,M1,year,,GWa
R12_SAS,lh2_shipped_exp_mea,2010,M1,year,,GWa
R12_SAS,lh2_shipped_exp_nam,2010,M1,year,,GWa
R12_SAS,lh2_shipped_exp_pao,2010,M1,year,,GWa
