Model,Scenario,Region,Variable,Unit,Exporter,Importer,Value,Year
steel_trade,only_steel,R12_AFR>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_WEU,0.0,2090
steel_trade,only_steel,R12_CHN>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_AFR,0.0,2090
steel_trade,only_steel,R12_CHN>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_EEU,0.0,2090
steel_trade,only_steel,R12_CHN>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_FSU,0.0,2090
steel_trade,only_steel,R12_CHN>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_LAM,0.0,2090
steel_trade,only_steel,R12_CHN>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_MEA,0.0,2090
steel_trade,only_steel,R12_CHN>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_NAM,0.0,2090
steel_trade,only_steel,R12_CHN>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_PAO,10.971590561421912,2090
steel_trade,only_steel,R12_CHN>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_PAS,81.98009088664372,2090
steel_trade,only_steel,R12_CHN>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_RCPA,16.141562810740027,2090
steel_trade,only_steel,R12_CHN>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_SAS,0.0,2090
steel_trade,only_steel,R12_CHN>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_WEU,0.0,2090
steel_trade,only_steel,R12_EEU>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_AFR,0.0,2090
steel_trade,only_steel,R12_EEU>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_CHN,0.0,2090
steel_trade,only_steel,R12_EEU>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_FSU,0.0,2090
steel_trade,only_steel,R12_EEU>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_LAM,0.0,2090
steel_trade,only_steel,R12_EEU>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_MEA,0.0,2090
steel_trade,only_steel,R12_EEU>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_NAM,0.0,2090
steel_trade,only_steel,R12_EEU>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_PAO,0.0,2090
steel_trade,only_steel,R12_EEU>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_PAS,0.0,2090
steel_trade,only_steel,R12_EEU>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_RCPA,0.0,2090
steel_trade,only_steel,R12_EEU>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_SAS,0.0,2090
steel_trade,only_steel,R12_EEU>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_WEU,0.0,2090
steel_trade,only_steel,R12_FSU>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_AFR,0.0,2090
steel_trade,only_steel,R12_FSU>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_CHN,0.0,2090
steel_trade,only_steel,R12_FSU>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_EEU,0.0,2090
steel_trade,only_steel,R12_FSU>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_LAM,0.0,2090
steel_trade,only_steel,R12_FSU>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_MEA,0.0,2090
steel_trade,only_steel,R12_FSU>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_NAM,0.0,2090
steel_trade,only_steel,R12_FSU>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_PAO,0.0,2090
steel_trade,only_steel,R12_FSU>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_PAS,0.0,2090
steel_trade,only_steel,R12_FSU>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_RCPA,0.0,2090
steel_trade,only_steel,R12_FSU>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_SAS,0.0,2090
steel_trade,only_steel,R12_FSU>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_WEU,0.0,2090
steel_trade,only_steel,R12_LAM>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_AFR,0.0,2090
steel_trade,only_steel,R12_LAM>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_CHN,0.0,2090
steel_trade,only_steel,R12_LAM>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_EEU,0.0,2090
steel_trade,only_steel,R12_LAM>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_FSU,0.0,2090
steel_trade,only_steel,R12_LAM>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_MEA,0.0,2090
steel_trade,only_steel,R12_LAM>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_NAM,0.0,2090
steel_trade,only_steel,R12_LAM>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_PAO,0.0,2090
steel_trade,only_steel,R12_LAM>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_PAS,0.0,2090
steel_trade,only_steel,R12_LAM>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_RCPA,0.0,2090
steel_trade,only_steel,R12_LAM>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_SAS,0.0,2090
steel_trade,only_steel,R12_LAM>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_WEU,0.0,2090
steel_trade,only_steel,R12_MEA>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_AFR,115.53663882946944,2090
steel_trade,only_steel,R12_MEA>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_CHN,0.0,2090
steel_trade,only_steel,R12_MEA>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_EEU,0.0,2090
steel_trade,only_steel,R12_MEA>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_FSU,0.0,2090
steel_trade,only_steel,R12_MEA>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_LAM,0.0,2090
steel_trade,only_steel,R12_MEA>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_NAM,0.0,2090
steel_trade,only_steel,R12_MEA>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_PAO,0.0,2090
steel_trade,only_steel,R12_MEA>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_PAS,0.0,2090
steel_trade,only_steel,R12_MEA>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_RCPA,0.0,2090
steel_trade,only_steel,R12_MEA>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_SAS,168.8026221040385,2090
steel_trade,only_steel,R12_MEA>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_WEU,0.0,2090
steel_trade,only_steel,R12_NAM>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_AFR,0.0,2090
steel_trade,only_steel,R12_NAM>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_CHN,0.0,2090
steel_trade,only_steel,R12_NAM>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_EEU,0.0,2090
steel_trade,only_steel,R12_NAM>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_FSU,0.0,2090
steel_trade,only_steel,R12_NAM>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_LAM,0.0,2090
steel_trade,only_steel,R12_NAM>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_MEA,0.0,2090
steel_trade,only_steel,R12_NAM>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_PAO,0.0,2090
steel_trade,only_steel,R12_NAM>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_PAS,0.0,2090
steel_trade,only_steel,R12_NAM>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_RCPA,0.0,2090
steel_trade,only_steel,R12_NAM>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_SAS,0.0,2090
steel_trade,only_steel,R12_NAM>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_WEU,0.0,2090
steel_trade,only_steel,R12_PAO>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_AFR,0.0,2090
steel_trade,only_steel,R12_PAO>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_CHN,0.0,2090
steel_trade,only_steel,R12_PAO>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_EEU,0.0,2090
steel_trade,only_steel,R12_PAO>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_FSU,0.0,2090
steel_trade,only_steel,R12_PAO>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_LAM,0.0,2090
steel_trade,only_steel,R12_PAO>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_MEA,0.0,2090
steel_trade,only_steel,R12_PAO>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_NAM,0.0,2090
steel_trade,only_steel,R12_PAO>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_PAS,0.0,2090
steel_trade,only_steel,R12_PAO>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_RCPA,0.0,2090
steel_trade,only_steel,R12_PAO>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_SAS,0.0,2090
steel_trade,only_steel,R12_PAO>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_WEU,0.0,2090
steel_trade,only_steel,R12_PAS>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_AFR,0.0,2090
steel_trade,only_steel,R12_PAS>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_CHN,0.0,2090
steel_trade,only_steel,R12_PAS>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_EEU,0.0,2090
steel_trade,only_steel,R12_PAS>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_FSU,0.0,2090
steel_trade,only_steel,R12_PAS>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_LAM,0.0,2090
steel_trade,only_steel,R12_PAS>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_MEA,0.0,2090
steel_trade,only_steel,R12_PAS>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_NAM,0.0,2090
steel_trade,only_steel,R12_PAS>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_PAO,0.0,2090
steel_trade,only_steel,R12_PAS>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_RCPA,0.0,2090
steel_trade,only_steel,R12_PAS>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_SAS,0.0,2090
steel_trade,only_steel,R12_PAS>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_WEU,0.0,2090
steel_trade,only_steel,R12_RCPA>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_AFR,0.0,2090
steel_trade,only_steel,R12_RCPA>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_CHN,0.0,2090
steel_trade,only_steel,R12_RCPA>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_EEU,0.0,2090
steel_trade,only_steel,R12_RCPA>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_FSU,0.0,2090
steel_trade,only_steel,R12_RCPA>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_LAM,0.0,2090
steel_trade,only_steel,R12_RCPA>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_MEA,0.0,2090
steel_trade,only_steel,R12_RCPA>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_NAM,0.0,2090
steel_trade,only_steel,R12_RCPA>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_PAO,0.0,2090
steel_trade,only_steel,R12_RCPA>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_PAS,0.0,2090
steel_trade,only_steel,R12_RCPA>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_SAS,0.0,2090
steel_trade,only_steel,R12_RCPA>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_WEU,0.0,2090
steel_trade,only_steel,R12_SAS>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_AFR,0.0,2090
steel_trade,only_steel,R12_SAS>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_CHN,0.0,2090
steel_trade,only_steel,R12_SAS>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_EEU,0.0,2090
steel_trade,only_steel,R12_SAS>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_FSU,0.0,2090
steel_trade,only_steel,R12_SAS>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_LAM,0.0,2090
steel_trade,only_steel,R12_SAS>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_MEA,0.0,2090
steel_trade,only_steel,R12_SAS>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_NAM,0.0,2090
steel_trade,only_steel,R12_SAS>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_PAO,0.0,2090
steel_trade,only_steel,R12_SAS>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_PAS,0.0,2090
steel_trade,only_steel,R12_SAS>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_RCPA,0.0,2090
steel_trade,only_steel,R12_SAS>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_WEU,0.0,2090
steel_trade,only_steel,R12_WEU>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_AFR,0.0,2090
steel_trade,only_steel,R12_WEU>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_CHN,0.0,2090
steel_trade,only_steel,R12_WEU>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_EEU,9.87920003574899,2090
steel_trade,only_steel,R12_WEU>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_FSU,0.0,2090
steel_trade,only_steel,R12_WEU>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_LAM,0.0,2090
steel_trade,only_steel,R12_WEU>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_MEA,0.0,2090
steel_trade,only_steel,R12_WEU>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_NAM,44.709882170669886,2090
steel_trade,only_steel,R12_WEU>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_PAO,0.0,2090
steel_trade,only_steel,R12_WEU>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_PAS,0.0,2090
steel_trade,only_steel,R12_WEU>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_RCPA,0.0,2090
steel_trade,only_steel,R12_WEU>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_SAS,0.0,2090
SSP_SSP2_v6.4,baseline,R12_GLB>R12_AFR,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_AFR,0.0,2100
SSP_SSP2_v6.4,baseline,R12_AFR>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_AFR,R12_GLB,0.0,2100
SSP_SSP2_v6.4,baseline,R12_GLB>R12_CHN,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_CHN,0.0,2100
SSP_SSP2_v6.4,baseline,R12_CHN>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_CHN,R12_GLB,0.0,2100
SSP_SSP2_v6.4,baseline,R12_GLB>R12_EEU,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_EEU,0.0,2100
SSP_SSP2_v6.4,baseline,R12_EEU>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_EEU,R12_GLB,0.0,2100
SSP_SSP2_v6.4,baseline,R12_GLB>R12_FSU,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_FSU,0.0,2100
SSP_SSP2_v6.4,baseline,R12_FSU>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_FSU,R12_GLB,0.0,2100
SSP_SSP2_v6.4,baseline,R12_GLB>R12_LAM,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_LAM,0.0,2100
SSP_SSP2_v6.4,baseline,R12_LAM>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_LAM,R12_GLB,0.0,2100
SSP_SSP2_v6.4,baseline,R12_GLB>R12_MEA,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_MEA,0.0,2100
SSP_SSP2_v6.4,baseline,R12_MEA>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_MEA,R12_GLB,0.0,2100
SSP_SSP2_v6.4,baseline,R12_GLB>R12_NAM,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_NAM,0.0,2100
SSP_SSP2_v6.4,baseline,R12_NAM>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_NAM,R12_GLB,0.0,2100
SSP_SSP2_v6.4,baseline,R12_GLB>R12_PAO,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_PAO,0.0,2100
SSP_SSP2_v6.4,baseline,R12_PAO>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_PAO,R12_GLB,0.0,2100
SSP_SSP2_v6.4,baseline,R12_GLB>R12_PAS,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_PAS,0.0,2100
SSP_SSP2_v6.4,baseline,R12_PAS>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_PAS,R12_GLB,0.0,2100
SSP_SSP2_v6.4,baseline,R12_GLB>R12_RCPA,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_RCPA,0.0,2100
SSP_SSP2_v6.4,baseline,R12_RCPA>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_RCPA,R12_GLB,0.0,2100
SSP_SSP2_v6.4,baseline,R12_GLB>R12_SAS,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_SAS,0.0,2100
SSP_SSP2_v6.4,baseline,R12_SAS>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_SAS,R12_GLB,0.0,2100
SSP_SSP2_v6.4,baseline,R12_GLB>R12_WEU,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_WEU,0.0,2100
SSP_SSP2_v6.4,baseline,R12_WEU>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_WEU,R12_GLB,0.0,2100
steel_trade,only_steel,R12_AFR>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_CHN,0.0,2100
steel_trade,only_steel,R12_AFR>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_EEU,0.0,2100
steel_trade,only_steel,R12_AFR>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_FSU,0.0,2100
steel_trade,only_steel,R12_AFR>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_LAM,0.0,2100
steel_trade,only_steel,R12_AFR>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_MEA,0.0,2100
steel_trade,only_steel,R12_AFR>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_NAM,0.0,2100
steel_trade,only_steel,R12_AFR>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_PAO,0.0,2100
steel_trade,only_steel,R12_AFR>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_PAS,0.0,2100
steel_trade,only_steel,R12_AFR>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_RCPA,0.0,2100
steel_trade,only_steel,R12_AFR>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_SAS,0.0,2100
steel_trade,only_steel,R12_AFR>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_WEU,0.0,2100
steel_trade,only_steel,R12_CHN>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_AFR,0.0,2100
steel_trade,only_steel,R12_CHN>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_EEU,0.0,2100
steel_trade,only_steel,R12_CHN>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_FSU,0.0,2100
steel_trade,only_steel,R12_CHN>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_LAM,0.0,2100
steel_trade,only_steel,R12_CHN>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_MEA,0.0,2100
steel_trade,only_steel,R12_CHN>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_NAM,0.0,2100
steel_trade,only_steel,R12_CHN>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_PAO,10.174416132732643,2100
steel_trade,only_steel,R12_CHN>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_PAS,72.4434092940202,2100
steel_trade,only_steel,R12_CHN>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_RCPA,15.348180227050824,2100
steel_trade,only_steel,R12_CHN>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_SAS,0.0,2100
steel_trade,only_steel,R12_CHN>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_WEU,0.0,2100
steel_trade,only_steel,R12_EEU>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_AFR,0.0,2100
steel_trade,only_steel,R12_EEU>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_CHN,0.0,2100
steel_trade,only_steel,R12_EEU>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_FSU,0.0,2100
steel_trade,only_steel,R12_EEU>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_LAM,0.0,2100
steel_trade,only_steel,R12_EEU>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_MEA,0.0,2100
steel_trade,only_steel,R12_EEU>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_NAM,0.0,2100
steel_trade,only_steel,R12_EEU>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_PAO,0.0,2100
steel_trade,only_steel,R12_EEU>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_PAS,0.0,2100
steel_trade,only_steel,R12_EEU>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_RCPA,0.0,2100
steel_trade,only_steel,R12_EEU>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_SAS,0.0,2100
steel_trade,only_steel,R12_EEU>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_WEU,0.0,2100
steel_trade,only_steel,R12_FSU>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_AFR,0.0,2100
steel_trade,only_steel,R12_FSU>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_CHN,0.0,2100
steel_trade,only_steel,R12_FSU>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_EEU,0.0,2100
steel_trade,only_steel,R12_FSU>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_LAM,0.0,2100
steel_trade,only_steel,R12_FSU>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_MEA,0.0,2100
steel_trade,only_steel,R12_FSU>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_NAM,0.0,2100
steel_trade,only_steel,R12_FSU>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_PAO,0.0,2100
