node_loc,technology,year_vtg,year_act,mode,emission,value,unit
R12_AFR,h2_elec_alk,2090,2090,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_AFR,h2_elec_alk,2100,2100,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_AFR,h2_elec_alk,2110,2110,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_AFR,h2_elec_alk,2030,2030,fuel,H2_leak,0.005392656000000001,Mt / a
R12_AFR,h2_elec_alk,2035,2035,fuel,H2_leak,0.005392656000000001,Mt / a
R12_AFR,h2_elec_alk,2040,2040,fuel,H2_leak,0.005392656000000001,Mt / a
R12_AFR,h2_elec_alk,2045,2045,fuel,H2_leak,0.005392656000000001,Mt / a
R12_AFR,h2_elec_alk,2050,2050,fuel,H2_leak,0.005392656000000001,Mt / a
R12_AFR,h2_elec_alk,2055,2055,fuel,H2_leak,0.005392656000000001,Mt / a
R12_AFR,h2_elec_alk,2060,2060,fuel,H2_leak,0.005392656000000001,Mt / a
R12_AFR,h2_elec_alk,2070,2070,fuel,H2_leak,0.005392656000000001,Mt / a
R12_AFR,h2_elec_alk,2080,2080,fuel,H2_leak,0.005392656000000001,Mt / a
R12_AFR,h2_elec_alk,2090,2090,fuel,H2_leak,0.005392656000000001,Mt / a
R12_AFR,h2_elec_alk,2100,2100,fuel,H2_leak,0.005392656000000001,Mt / a
R12_AFR,h2_elec_alk,2110,2110,fuel,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2030,2030,M1,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2035,2035,M1,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2040,2040,M1,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2045,2045,M1,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2050,2050,M1,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2055,2055,M1,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2060,2060,M1,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2070,2070,M1,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2080,2080,M1,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2090,2090,M1,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2100,2100,M1,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2110,2110,M1,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2030,2030,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2035,2035,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2040,2040,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2045,2045,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2050,2050,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2055,2055,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2060,2060,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2070,2070,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2080,2080,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2090,2090,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2100,2100,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2110,2110,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2030,2030,fuel,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2035,2035,fuel,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2040,2040,fuel,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2045,2045,fuel,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2050,2050,fuel,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2055,2055,fuel,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2060,2060,fuel,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2070,2070,fuel,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2080,2080,fuel,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2090,2090,fuel,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2100,2100,fuel,H2_leak,0.005392656000000001,Mt / a
R12_EEU,h2_elec_alk,2110,2110,fuel,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2030,2030,M1,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2035,2035,M1,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2040,2040,M1,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2045,2045,M1,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2050,2050,M1,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2055,2055,M1,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2060,2060,M1,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2070,2070,M1,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2080,2080,M1,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2090,2090,M1,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2100,2100,M1,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2110,2110,M1,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2030,2030,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2035,2035,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2040,2040,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2045,2045,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2050,2050,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2055,2055,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2060,2060,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2070,2070,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2080,2080,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2090,2090,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2100,2100,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2110,2110,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2030,2030,fuel,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2035,2035,fuel,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2040,2040,fuel,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2045,2045,fuel,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2050,2050,fuel,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2055,2055,fuel,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2060,2060,fuel,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2070,2070,fuel,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2080,2080,fuel,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2090,2090,fuel,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2100,2100,fuel,H2_leak,0.005392656000000001,Mt / a
R12_LAM,h2_elec_alk,2110,2110,fuel,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2030,2030,M1,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2035,2035,M1,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2040,2040,M1,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2045,2045,M1,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2050,2050,M1,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2055,2055,M1,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2060,2060,M1,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2070,2070,M1,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2080,2080,M1,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2090,2090,M1,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2100,2100,M1,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2110,2110,M1,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2030,2030,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2035,2035,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2040,2040,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2045,2045,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2050,2050,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2055,2055,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2060,2060,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2070,2070,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2080,2080,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2090,2090,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2100,2100,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2110,2110,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2030,2030,fuel,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2035,2035,fuel,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2040,2040,fuel,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2045,2045,fuel,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2050,2050,fuel,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2055,2055,fuel,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2060,2060,fuel,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2070,2070,fuel,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2080,2080,fuel,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2090,2090,fuel,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2100,2100,fuel,H2_leak,0.005392656000000001,Mt / a
R12_MEA,h2_elec_alk,2110,2110,fuel,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2030,2030,M1,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2035,2035,M1,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2040,2040,M1,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2045,2045,M1,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2050,2050,M1,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2055,2055,M1,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2060,2060,M1,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2070,2070,M1,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2080,2080,M1,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2090,2090,M1,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2100,2100,M1,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2110,2110,M1,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2030,2030,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2035,2035,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2040,2040,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2045,2045,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2050,2050,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2055,2055,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2060,2060,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2070,2070,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2080,2080,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2090,2090,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2100,2100,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2110,2110,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2030,2030,fuel,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2035,2035,fuel,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2040,2040,fuel,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2045,2045,fuel,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2050,2050,fuel,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2055,2055,fuel,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2060,2060,fuel,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2070,2070,fuel,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2080,2080,fuel,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2090,2090,fuel,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2100,2100,fuel,H2_leak,0.005392656000000001,Mt / a
R12_NAM,h2_elec_alk,2110,2110,fuel,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2030,2030,M1,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2035,2035,M1,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2040,2040,M1,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2045,2045,M1,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2050,2050,M1,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2055,2055,M1,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2060,2060,M1,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2070,2070,M1,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2080,2080,M1,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2090,2090,M1,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2100,2100,M1,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2110,2110,M1,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2030,2030,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2035,2035,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2040,2040,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2045,2045,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2050,2050,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2055,2055,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2060,2060,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2070,2070,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2080,2080,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2090,2090,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2100,2100,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2110,2110,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2030,2030,fuel,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2035,2035,fuel,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2040,2040,fuel,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2045,2045,fuel,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2050,2050,fuel,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2055,2055,fuel,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2060,2060,fuel,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2070,2070,fuel,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2080,2080,fuel,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2090,2090,fuel,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2100,2100,fuel,H2_leak,0.005392656000000001,Mt / a
R12_SAS,h2_elec_alk,2110,2110,fuel,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2030,2030,M1,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2035,2035,M1,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2040,2040,M1,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2045,2045,M1,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2050,2050,M1,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2055,2055,M1,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2060,2060,M1,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2070,2070,M1,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2080,2080,M1,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2090,2090,M1,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2100,2100,M1,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2110,2110,M1,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2030,2030,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2035,2035,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2040,2040,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2045,2045,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2050,2050,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2055,2055,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2060,2060,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2070,2070,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2080,2080,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2090,2090,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2100,2100,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2110,2110,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2030,2030,fuel,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2035,2035,fuel,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2040,2040,fuel,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2045,2045,fuel,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2050,2050,fuel,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2055,2055,fuel,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2060,2060,fuel,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2070,2070,fuel,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2080,2080,fuel,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2090,2090,fuel,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2100,2100,fuel,H2_leak,0.005392656000000001,Mt / a
R12_WEU,h2_elec_alk,2110,2110,fuel,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2030,2030,M1,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2035,2035,M1,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2040,2040,M1,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2045,2045,M1,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2050,2050,M1,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2055,2055,M1,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2060,2060,M1,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2070,2070,M1,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2080,2080,M1,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2090,2090,M1,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2100,2100,M1,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2110,2110,M1,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2030,2030,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2035,2035,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2040,2040,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2045,2045,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2050,2050,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2055,2055,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2060,2060,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2070,2070,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2080,2080,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2090,2090,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2100,2100,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2110,2110,feedstock,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2030,2030,fuel,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2035,2035,fuel,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2040,2040,fuel,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2045,2045,fuel,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2050,2050,fuel,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2055,2055,fuel,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2060,2060,fuel,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2070,2070,fuel,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2080,2080,fuel,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2090,2090,fuel,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2100,2100,fuel,H2_leak,0.005392656000000001,Mt / a
R12_FSU,h2_elec_alk,2110,2110,fuel,H2_leak,0.005392656000000001,Mt / a
R12_PAO,h2_elec_alk,2030,2030,M1,H2_leak,0.005392656000000001,Mt / a
R12_PAO,h2_elec_alk,2035,2035,M1,H2_leak,0.005392656000000001,Mt / a
R12_PAO,h2_elec_alk,2040,2040,M1,H2_leak,0.005392656000000001,Mt / a
R12_PAO,h2_elec_alk,2045,2045,M1,H2_leak,0.005392656000000001,Mt / a
R12_PAO,h2_elec_alk,2050,2050,M1,H2_leak,0.005392656000000001,Mt / a
R12_PAO,h2_elec_alk,2055,2055,M1,H2_leak,0.005392656000000001,Mt / a
R12_PAO,h2_elec_alk,2060,2060,M1,H2_leak,0.005392656000000001,Mt / a
R12_PAO,h2_elec_alk,2070,2070,M1,H2_leak,0.005392656000000001,Mt / a
