node_loc,technology,year_act,time,value,unit
R12_AFR,gas_piped_exp_mea,broadcast,year,,GWa
R12_AFR,gas_piped_exp_weu,broadcast,year,,GWa
R12_CHN,gas_piped_exp_fsu,broadcast,year,,GWa
R12_EEU,gas_piped_exp_fsu,broadcast,year,,GWa
R12_EEU,gas_piped_exp_weu,broadcast,year,,GWa
R12_FSU,gas_piped_exp_chn,broadcast,year,,GWa
R12_FSU,gas_piped_exp_eeu,broadcast,year,,GWa
R12_FSU,gas_piped_exp_mea,broadcast,year,,GWa
R12_FSU,gas_piped_exp_pao,broadcast,year,,GWa
R12_FSU,gas_piped_exp_pas,broadcast,year,,GWa
R12_FSU,gas_piped_exp_sas,broadcast,year,,GWa
R12_FSU,gas_piped_exp_weu,broadcast,year,,GWa
R12_LAM,gas_piped_exp_nam,broadcast,year,,GWa
R12_MEA,gas_piped_exp_afr,broadcast,year,,GWa
R12_MEA,gas_piped_exp_eeu,broadcast,year,,GWa
R12_MEA,gas_piped_exp_fsu,broadcast,year,,GWa
R12_MEA,gas_piped_exp_sas,broadcast,year,,GWa
R12_MEA,gas_piped_exp_weu,broadcast,year,,GWa
R12_NAM,gas_piped_exp_lam,broadcast,year,,GWa
R12_PAO,gas_piped_exp_fsu,broadcast,year,,GWa
R12_PAS,gas_piped_exp_chn,broadcast,year,,GWa
R12_PAS,gas_piped_exp_fsu,broadcast,year,,GWa
R12_PAS,gas_piped_exp_pao,broadcast,year,,GWa
R12_SAS,gas_piped_exp_fsu,broadcast,year,,GWa
R12_SAS,gas_piped_exp_mea,broadcast,year,,GWa
R12_SAS,gas_piped_exp_pas,broadcast,year,,GWa
R12_WEU,gas_piped_exp_afr,broadcast,year,,GWa
R12_WEU,gas_piped_exp_eeu,broadcast,year,,GWa
R12_WEU,gas_piped_exp_fsu,broadcast,year,,GWa
R12_WEU,gas_piped_exp_mea,broadcast,year,,GWa
R12_MEA,gas_piped_imp,broadcast,year,,GWa
R12_WEU,gas_piped_imp,broadcast,year,,GWa
R12_FSU,gas_piped_imp,broadcast,year,,GWa
R12_FSU,gas_piped_imp,broadcast,year,,GWa
R12_WEU,gas_piped_imp,broadcast,year,,GWa
R12_CHN,gas_piped_imp,broadcast,year,,GWa
R12_EEU,gas_piped_imp,broadcast,year,,GWa
R12_MEA,gas_piped_imp,broadcast,year,,GWa
R12_PAO,gas_piped_imp,broadcast,year,,GWa
R12_PAS,gas_piped_imp,broadcast,year,,GWa
R12_SAS,gas_piped_imp,broadcast,year,,GWa
R12_WEU,gas_piped_imp,broadcast,year,,GWa
R12_NAM,gas_piped_imp,broadcast,year,,GWa
R12_AFR,gas_piped_imp,broadcast,year,,GWa
R12_EEU,gas_piped_imp,broadcast,year,,GWa
R12_FSU,gas_piped_imp,broadcast,year,,GWa
R12_SAS,gas_piped_imp,broadcast,year,,GWa
R12_WEU,gas_piped_imp,broadcast,year,,GWa
R12_LAM,gas_piped_imp,broadcast,year,,GWa
R12_FSU,gas_piped_imp,broadcast,year,,GWa
R12_CHN,gas_piped_imp,broadcast,year,,GWa
R12_FSU,gas_piped_imp,broadcast,year,,GWa
R12_PAO,gas_piped_imp,broadcast,year,,GWa
R12_FSU,gas_piped_imp,broadcast,year,,GWa
R12_MEA,gas_piped_imp,broadcast,year,,GWa
R12_PAS,gas_piped_imp,broadcast,year,,GWa
R12_AFR,gas_piped_imp,broadcast,year,,GWa
R12_EEU,gas_piped_imp,broadcast,year,,GWa
R12_FSU,gas_piped_imp,broadcast,year,,GWa
R12_MEA,gas_piped_imp,broadcast,year,,GWa
