node_loc,technology,year_vtg,year_act,mode,node_origin,commodity,level,time,time_origin,value,unit
R12_CHN,h2_NH3,2030,2055,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2035,2035,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2035,2040,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2035,2045,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2035,2050,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2035,2055,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2035,2060,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2040,2040,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2040,2045,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2040,2050,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2040,2055,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2040,2060,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2040,2070,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2045,2045,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2045,2050,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2045,2055,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2045,2060,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2045,2070,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2050,2050,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2050,2055,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2050,2060,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2050,2070,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2050,2080,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2055,2055,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2055,2060,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2055,2070,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2055,2080,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2060,2060,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2060,2070,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2060,2080,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2060,2090,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2070,2070,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2070,2080,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2070,2090,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2080,2080,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2080,2090,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2080,2100,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2090,2090,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2090,2100,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2090,2110,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2100,2100,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2100,2110,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_CHN,h2_NH3,2110,2110,M1,R12_CHN,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2030,2030,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2030,2035,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2030,2040,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2030,2045,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2030,2050,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2030,2055,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2035,2035,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2035,2040,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2035,2045,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2035,2050,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2035,2055,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2035,2060,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2040,2040,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2040,2045,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2040,2050,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2040,2055,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2040,2060,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2040,2070,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2045,2045,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2045,2050,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2045,2055,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2045,2060,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2045,2070,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2050,2050,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2050,2055,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2050,2060,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2050,2070,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2050,2080,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2055,2055,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2055,2060,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2055,2070,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2055,2080,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2060,2060,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2060,2070,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2060,2080,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2060,2090,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2070,2070,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2070,2080,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2070,2090,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2080,2080,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2080,2090,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2080,2100,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2090,2090,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2090,2100,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2090,2110,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2100,2100,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2100,2110,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_EEU,h2_NH3,2110,2110,M1,R12_EEU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2030,2030,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2030,2035,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2030,2040,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2030,2045,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2030,2050,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2030,2055,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2035,2035,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2035,2040,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2035,2045,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2035,2050,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2035,2055,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2035,2060,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2040,2040,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2040,2045,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2040,2050,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2040,2055,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2040,2060,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2040,2070,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2045,2045,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2045,2050,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2045,2055,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2045,2060,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2045,2070,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2050,2050,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2050,2055,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2050,2060,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2050,2070,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2050,2080,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2055,2055,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2055,2060,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2055,2070,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2055,2080,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2060,2060,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2060,2070,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2060,2080,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2060,2090,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2070,2070,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2070,2080,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2070,2090,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2080,2080,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2080,2090,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2080,2100,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2090,2090,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2090,2100,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2090,2110,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2100,2100,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2100,2110,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_FSU,h2_NH3,2110,2110,M1,R12_FSU,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2030,2030,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2030,2035,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2030,2040,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2030,2045,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2030,2050,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2030,2055,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2035,2035,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2035,2040,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2035,2045,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2035,2050,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2035,2055,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2035,2060,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2040,2040,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2040,2045,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2040,2050,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2040,2055,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2040,2060,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2040,2070,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2045,2045,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2045,2050,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2045,2055,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2045,2060,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2045,2070,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2050,2050,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2050,2055,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2050,2060,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2050,2070,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2050,2080,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2055,2055,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2055,2060,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2055,2070,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2055,2080,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2060,2060,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2060,2070,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2060,2080,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2060,2090,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2070,2070,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2070,2080,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2070,2090,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2080,2080,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2080,2090,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2080,2100,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2090,2090,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2090,2100,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2090,2110,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2100,2100,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2100,2110,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_LAM,h2_NH3,2110,2110,M1,R12_LAM,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2030,2030,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2030,2035,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2030,2040,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2030,2045,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2030,2050,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2030,2055,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2035,2035,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2035,2040,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2035,2045,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2035,2050,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2035,2055,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2035,2060,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2040,2040,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2040,2045,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2040,2050,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2040,2055,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2040,2060,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2040,2070,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2045,2045,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2045,2050,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2045,2055,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2045,2060,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2045,2070,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2050,2050,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2050,2055,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2050,2060,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2050,2070,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2050,2080,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2055,2055,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2055,2060,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2055,2070,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2055,2080,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2060,2060,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2060,2070,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2060,2080,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2060,2090,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2070,2070,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
R12_MEA,h2_NH3,2070,2080,M1,R12_MEA,hydrogen,final,year,year,0.71,GWa
