relation,node_rel,year_rel,node_loc,technology,year_act,mode,value,unit
NH3_trd_cap,R12_GLB,2045,R12_EEU,h2_NH3,2045,M1,0.1,-
NH3_trd_cap,R12_GLB,2050,R12_EEU,h2_NH3,2050,M1,0.1,-
NH3_trd_cap,R12_GLB,2055,R12_EEU,h2_NH3,2055,M1,0.1,-
NH3_trd_cap,R12_GLB,2060,R12_EEU,h2_NH3,2060,M1,0.1,-
NH3_trd_cap,R12_GLB,2070,R12_EEU,h2_NH3,2070,M1,0.1,-
NH3_trd_cap,R12_GLB,2080,R12_EEU,h2_NH3,2080,M1,0.1,-
NH3_trd_cap,R12_GLB,2090,R12_EEU,h2_NH3,2090,M1,0.1,-
NH3_trd_cap,R12_GLB,2100,R12_EEU,h2_NH3,2100,M1,0.1,-
NH3_trd_cap,R12_GLB,2110,R12_EEU,h2_NH3,2110,M1,0.1,-
NH3_trd_cap,R12_GLB,2030,R12_FSU,h2_NH3,2030,M1,0.1,-
NH3_trd_cap,R12_GLB,2035,R12_FSU,h2_NH3,2035,M1,0.1,-
NH3_trd_cap,R12_GLB,2040,R12_FSU,h2_NH3,2040,M1,0.1,-
NH3_trd_cap,R12_GLB,2045,R12_FSU,h2_NH3,2045,M1,0.1,-
NH3_trd_cap,R12_GLB,2050,R12_FSU,h2_NH3,2050,M1,0.1,-
NH3_trd_cap,R12_GLB,2055,R12_FSU,h2_NH3,2055,M1,0.1,-
NH3_trd_cap,R12_GLB,2060,R12_FSU,h2_NH3,2060,M1,0.1,-
NH3_trd_cap,R12_GLB,2070,R12_FSU,h2_NH3,2070,M1,0.1,-
NH3_trd_cap,R12_GLB,2080,R12_FSU,h2_NH3,2080,M1,0.1,-
NH3_trd_cap,R12_GLB,2090,R12_FSU,h2_NH3,2090,M1,0.1,-
NH3_trd_cap,R12_GLB,2100,R12_FSU,h2_NH3,2100,M1,0.1,-
NH3_trd_cap,R12_GLB,2110,R12_FSU,h2_NH3,2110,M1,0.1,-
NH3_trd_cap,R12_GLB,2030,R12_LAM,h2_NH3,2030,M1,0.1,-
NH3_trd_cap,R12_GLB,2035,R12_LAM,h2_NH3,2035,M1,0.1,-
NH3_trd_cap,R12_GLB,2040,R12_LAM,h2_NH3,2040,M1,0.1,-
NH3_trd_cap,R12_GLB,2045,R12_LAM,h2_NH3,2045,M1,0.1,-
NH3_trd_cap,R12_GLB,2050,R12_LAM,h2_NH3,2050,M1,0.1,-
NH3_trd_cap,R12_GLB,2055,R12_LAM,h2_NH3,2055,M1,0.1,-
NH3_trd_cap,R12_GLB,2060,R12_LAM,h2_NH3,2060,M1,0.1,-
NH3_trd_cap,R12_GLB,2070,R12_LAM,h2_NH3,2070,M1,0.1,-
NH3_trd_cap,R12_GLB,2080,R12_LAM,h2_NH3,2080,M1,0.1,-
NH3_trd_cap,R12_GLB,2090,R12_LAM,h2_NH3,2090,M1,0.1,-
NH3_trd_cap,R12_GLB,2100,R12_LAM,h2_NH3,2100,M1,0.1,-
NH3_trd_cap,R12_GLB,2110,R12_LAM,h2_NH3,2110,M1,0.1,-
NH3_trd_cap,R12_GLB,2030,R12_MEA,h2_NH3,2030,M1,0.1,-
NH3_trd_cap,R12_GLB,2035,R12_MEA,h2_NH3,2035,M1,0.1,-
NH3_trd_cap,R12_GLB,2040,R12_MEA,h2_NH3,2040,M1,0.1,-
NH3_trd_cap,R12_GLB,2045,R12_MEA,h2_NH3,2045,M1,0.1,-
NH3_trd_cap,R12_GLB,2050,R12_MEA,h2_NH3,2050,M1,0.1,-
NH3_trd_cap,R12_GLB,2055,R12_MEA,h2_NH3,2055,M1,0.1,-
NH3_trd_cap,R12_GLB,2060,R12_MEA,h2_NH3,2060,M1,0.1,-
NH3_trd_cap,R12_GLB,2070,R12_MEA,h2_NH3,2070,M1,0.1,-
NH3_trd_cap,R12_GLB,2080,R12_MEA,h2_NH3,2080,M1,0.1,-
NH3_trd_cap,R12_GLB,2090,R12_MEA,h2_NH3,2090,M1,0.1,-
NH3_trd_cap,R12_GLB,2100,R12_MEA,h2_NH3,2100,M1,0.1,-
NH3_trd_cap,R12_GLB,2110,R12_MEA,h2_NH3,2110,M1,0.1,-
NH3_trd_cap,R12_GLB,2030,R12_NAM,h2_NH3,2030,M1,0.1,-
NH3_trd_cap,R12_GLB,2035,R12_NAM,h2_NH3,2035,M1,0.1,-
NH3_trd_cap,R12_GLB,2040,R12_NAM,h2_NH3,2040,M1,0.1,-
NH3_trd_cap,R12_GLB,2045,R12_NAM,h2_NH3,2045,M1,0.1,-
NH3_trd_cap,R12_GLB,2050,R12_NAM,h2_NH3,2050,M1,0.1,-
NH3_trd_cap,R12_GLB,2055,R12_NAM,h2_NH3,2055,M1,0.1,-
NH3_trd_cap,R12_GLB,2060,R12_NAM,h2_NH3,2060,M1,0.1,-
NH3_trd_cap,R12_GLB,2070,R12_NAM,h2_NH3,2070,M1,0.1,-
NH3_trd_cap,R12_GLB,2080,R12_NAM,h2_NH3,2080,M1,0.1,-
NH3_trd_cap,R12_GLB,2090,R12_NAM,h2_NH3,2090,M1,0.1,-
NH3_trd_cap,R12_GLB,2100,R12_NAM,h2_NH3,2100,M1,0.1,-
NH3_trd_cap,R12_GLB,2110,R12_NAM,h2_NH3,2110,M1,0.1,-
NH3_trd_cap,R12_GLB,2030,R12_PAO,h2_NH3,2030,M1,0.1,-
NH3_trd_cap,R12_GLB,2035,R12_PAO,h2_NH3,2035,M1,0.1,-
NH3_trd_cap,R12_GLB,2040,R12_PAO,h2_NH3,2040,M1,0.1,-
NH3_trd_cap,R12_GLB,2045,R12_PAO,h2_NH3,2045,M1,0.1,-
NH3_trd_cap,R12_GLB,2050,R12_PAO,h2_NH3,2050,M1,0.1,-
NH3_trd_cap,R12_GLB,2055,R12_PAO,h2_NH3,2055,M1,0.1,-
NH3_trd_cap,R12_GLB,2060,R12_PAO,h2_NH3,2060,M1,0.1,-
NH3_trd_cap,R12_GLB,2070,R12_PAO,h2_NH3,2070,M1,0.1,-
NH3_trd_cap,R12_GLB,2080,R12_PAO,h2_NH3,2080,M1,0.1,-
NH3_trd_cap,R12_GLB,2090,R12_PAO,h2_NH3,2090,M1,0.1,-
NH3_trd_cap,R12_GLB,2100,R12_PAO,h2_NH3,2100,M1,0.1,-
NH3_trd_cap,R12_GLB,2110,R12_PAO,h2_NH3,2110,M1,0.1,-
NH3_trd_cap,R12_GLB,2030,R12_PAS,h2_NH3,2030,M1,0.1,-
NH3_trd_cap,R12_GLB,2035,R12_PAS,h2_NH3,2035,M1,0.1,-
NH3_trd_cap,R12_GLB,2040,R12_PAS,h2_NH3,2040,M1,0.1,-
NH3_trd_cap,R12_GLB,2045,R12_PAS,h2_NH3,2045,M1,0.1,-
NH3_trd_cap,R12_GLB,2050,R12_PAS,h2_NH3,2050,M1,0.1,-
NH3_trd_cap,R12_GLB,2055,R12_PAS,h2_NH3,2055,M1,0.1,-
NH3_trd_cap,R12_GLB,2060,R12_PAS,h2_NH3,2060,M1,0.1,-
NH3_trd_cap,R12_GLB,2070,R12_PAS,h2_NH3,2070,M1,0.1,-
NH3_trd_cap,R12_GLB,2080,R12_PAS,h2_NH3,2080,M1,0.1,-
NH3_trd_cap,R12_GLB,2090,R12_PAS,h2_NH3,2090,M1,0.1,-
NH3_trd_cap,R12_GLB,2100,R12_PAS,h2_NH3,2100,M1,0.1,-
NH3_trd_cap,R12_GLB,2110,R12_PAS,h2_NH3,2110,M1,0.1,-
NH3_trd_cap,R12_GLB,2030,R12_RCPA,h2_NH3,2030,M1,0.1,-
NH3_trd_cap,R12_GLB,2035,R12_RCPA,h2_NH3,2035,M1,0.1,-
NH3_trd_cap,R12_GLB,2040,R12_RCPA,h2_NH3,2040,M1,0.1,-
NH3_trd_cap,R12_GLB,2045,R12_RCPA,h2_NH3,2045,M1,0.1,-
NH3_trd_cap,R12_GLB,2050,R12_RCPA,h2_NH3,2050,M1,0.1,-
NH3_trd_cap,R12_GLB,2055,R12_RCPA,h2_NH3,2055,M1,0.1,-
NH3_trd_cap,R12_GLB,2060,R12_RCPA,h2_NH3,2060,M1,0.1,-
NH3_trd_cap,R12_GLB,2070,R12_RCPA,h2_NH3,2070,M1,0.1,-
NH3_trd_cap,R12_GLB,2080,R12_RCPA,h2_NH3,2080,M1,0.1,-
NH3_trd_cap,R12_GLB,2090,R12_RCPA,h2_NH3,2090,M1,0.1,-
NH3_trd_cap,R12_GLB,2100,R12_RCPA,h2_NH3,2100,M1,0.1,-
NH3_trd_cap,R12_GLB,2110,R12_RCPA,h2_NH3,2110,M1,0.1,-
NH3_trd_cap,R12_GLB,2030,R12_SAS,h2_NH3,2030,M1,0.1,-
NH3_trd_cap,R12_GLB,2035,R12_SAS,h2_NH3,2035,M1,0.1,-
NH3_trd_cap,R12_GLB,2040,R12_SAS,h2_NH3,2040,M1,0.1,-
NH3_trd_cap,R12_GLB,2045,R12_SAS,h2_NH3,2045,M1,0.1,-
NH3_trd_cap,R12_GLB,2050,R12_SAS,h2_NH3,2050,M1,0.1,-
NH3_trd_cap,R12_GLB,2055,R12_SAS,h2_NH3,2055,M1,0.1,-
NH3_trd_cap,R12_GLB,2060,R12_SAS,h2_NH3,2060,M1,0.1,-
NH3_trd_cap,R12_GLB,2070,R12_SAS,h2_NH3,2070,M1,0.1,-
NH3_trd_cap,R12_GLB,2080,R12_SAS,h2_NH3,2080,M1,0.1,-
NH3_trd_cap,R12_GLB,2090,R12_SAS,h2_NH3,2090,M1,0.1,-
NH3_trd_cap,R12_GLB,2100,R12_SAS,h2_NH3,2100,M1,0.1,-
NH3_trd_cap,R12_GLB,2110,R12_SAS,h2_NH3,2110,M1,0.1,-
NH3_trd_cap,R12_GLB,2030,R12_WEU,h2_NH3,2030,M1,0.1,-
NH3_trd_cap,R12_GLB,2035,R12_WEU,h2_NH3,2035,M1,0.1,-
NH3_trd_cap,R12_GLB,2040,R12_WEU,h2_NH3,2040,M1,0.1,-
NH3_trd_cap,R12_GLB,2045,R12_WEU,h2_NH3,2045,M1,0.1,-
NH3_trd_cap,R12_GLB,2050,R12_WEU,h2_NH3,2050,M1,0.1,-
NH3_trd_cap,R12_GLB,2055,R12_WEU,h2_NH3,2055,M1,0.1,-
NH3_trd_cap,R12_GLB,2060,R12_WEU,h2_NH3,2060,M1,0.1,-
NH3_trd_cap,R12_GLB,2070,R12_WEU,h2_NH3,2070,M1,0.1,-
NH3_trd_cap,R12_GLB,2080,R12_WEU,h2_NH3,2080,M1,0.1,-
NH3_trd_cap,R12_GLB,2090,R12_WEU,h2_NH3,2090,M1,0.1,-
NH3_trd_cap,R12_GLB,2100,R12_WEU,h2_NH3,2100,M1,0.1,-
NH3_trd_cap,R12_GLB,2110,R12_WEU,h2_NH3,2110,M1,0.1,-
