MODEL,SCENARIO,YEAR,EXPORTER,IMPORTER,MESSAGETEC,LEVEL,UNITS,COMMODITY
NP_SSP2_6.2,base_scenario,2020,R12_AFR,R12_EXP,loil_exp,24.6,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2025,R12_AFR,R12_EXP,loil_exp,24.6,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2030,R12_AFR,R12_EXP,loil_exp,24.6,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2035,R12_AFR,R12_EXP,loil_exp,11.7,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2040,R12_AFR,R12_EXP,loil_exp,0.0,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2045,R12_AFR,R12_EXP,loil_exp,0.0,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2050,R12_AFR,R12_EXP,loil_exp,0.0,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2055,R12_AFR,R12_EXP,loil_exp,4.0,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2060,R12_AFR,R12_EXP,loil_exp,18.6,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2070,R12_AFR,R12_EXP,loil_exp,80.2,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2080,R12_AFR,R12_EXP,loil_exp,290.4,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2090,R12_AFR,R12_EXP,loil_exp,424.6,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2100,R12_AFR,R12_EXP,loil_exp,641.4,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2110,R12_AFR,R12_EXP,loil_exp,451.6,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2020,R12_CHN,R12_EXP,loil_exp,0.0,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2025,R12_CHN,R12_EXP,loil_exp,0.0,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2030,R12_CHN,R12_EXP,loil_exp,0.0,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2035,R12_CHN,R12_EXP,loil_exp,0.0,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2040,R12_CHN,R12_EXP,loil_exp,0.0,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2045,R12_CHN,R12_EXP,loil_exp,0.0,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2050,R12_CHN,R12_EXP,loil_exp,0.0,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2055,R12_CHN,R12_EXP,loil_exp,0.0,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2060,R12_CHN,R12_EXP,loil_exp,0.0,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2070,R12_CHN,R12_EXP,loil_exp,0.0,GWa,Light Oil (GWa)
NP_SSP2_6.2,base_scenario,2080,R12_CHN,R12_EXP,loil_exp,0.0,GWa,Light Oil (GWa)
