# METADATA: {"scenario": "S1", "description": "SSP2_BL: Base scenario", "mode": "heat", "sector": "comm", "eff_file": "eff_heat_ssp2.csv", "ac_file": "bld_shr_access_cool_comm_rev.csv", "generated": "2025-12-09T14:25:39.727285"}
region,arch,urt,year,chilled_ei_MJ_m2,floor_Mm2,sturm_energy_TJ,correction_coeff
AFR,comm_s1,rural,2020,2.9027293033996147,126.09207633389,216.3173551150159,0.591012995938512
AFR,comm_s1,urban,2020,3.815563517376804,18.58502678997,64.65457071073587,0.9117533199528592
AFR,comm_s2,rural,2020,2.9027293033996147,266.56128852236,475.8444882108504,0.6149806156448486
AFR,comm_s2,urban,2020,3.815563517376804,135.23792245146,309.6884673396798,0.6001611164060014
AFR,comm_s3,rural,2020,2.9027293033996147,373.76917935108,501.6709748161516,0.4623905509042517
AFR,comm_s3,urban,2020,3.815563517376804,356.87956377434,566.2794008992414,0.4158631098536716
AFR,comm_s51_std,rural,2020,2.9027293033996147,173.73642168595,118.6146799674885,0.2352020115959652
AFR,comm_s51_std,urban,2020,3.815563517376804,184.08923443194,137.40162167855652,0.1956161824845628
AFR,comm_sr11_std,rural,2020,2.9027293033996147,3.23313016243,2.5465934464221123,0.2713500404739415
AFR,comm_sr11_std,urban,2020,3.815563517376804,0.47653914851,0.7611451516912698,0.418610592282701
AFR,comm_sr21_std,rural,2020,2.9027293033996147,6.83490483397,5.601873481550358,0.2823542224885617
AFR,comm_sr21_std,urban,2020,3.815563517376804,3.4676390372,3.6458037354863535,0.2755501898305996
AFR,comm_sr31_std,rural,2020,2.9027293033996147,9.58382511156,5.800663189748233,0.2085125656456249
AFR,comm_sr31_std,urban,2020,3.815563517376804,9.15075804537,6.543647934454452,0.1874149214071894
CHN,comm_s1,rural,2020,58.99575938093701,2023.84677013151,416824.3389089033,3.4910385645241537
CHN,comm_s1,urban,2020,36.35754664146298,266.86283366356,28310.889288289167,2.9179029848334883
CHN,comm_s2,rural,2020,58.99575938093701,2259.33575128999,352901.721579278,2.64759899030185
CHN,comm_s2,urban,2020,36.35754664146298,1058.53939649076,84824.62633912556,2.204044502063931
CHN,comm_s3,rural,2020,58.99575938093701,500.78291909726,53683.60287365027,1.8170687187897216
CHN,comm_s3,urban,2020,36.35754664146298,3507.77019445352,190367.9830437048,1.4926851252891606
CHN,comm_s51_std,rural,2020,58.99575938093701,1686.0114673727,109342.22728928596,1.0992756204976284
CHN,comm_s51_std,urban,2020,36.35754664146298,3038.39938708115,139856.81987054215,1.266030647787066
CHN,comm_s52_low,rural,2020,58.99575938093701,88.73744565119,816.7522457926659,0.1560136575489089
CHN,comm_s52_low,urban,2020,36.35754664146298,104.32573062904,649.2961907425076,0.1711815088795089
CHN,comm_sr11_std,rural,2020,58.99575938093701,49.29883158012,5379.885665263046,1.849761023259182
CHN,comm_sr11_std,urban,2020,36.35754664146298,4.27893453273,333.7755467420183,2.1454791786748157
CHN,comm_sr12_low,rural,2020,58.99575938093701,2.59467534633,80.22636517150387,0.5240989565085247
CHN,comm_sr12_low,urban,2020,36.35754664146298,0.2252070806799999,4.977354643078281,0.6078857671029647
CHN,comm_sr21_std,rural,2020,58.99575938093701,55.03510163392001,4554.846576707228,1.4028562924639183
CHN,comm_sr21_std,urban,2020,36.35754664146298,16.97284224911,1000.0528681771582,1.6205924640347469
CHN,comm_sr22_low,rural,2020,58.99575938093701,2.89658429649,67.92315069272891,0.3974759494623832
CHN,comm_sr22_low,urban,2020,36.35754664146298,0.89330748682,14.913069083617708,0.4591678646975362
CHN,comm_sr31_std,rural,2020,58.99575938093701,12.19855828572,686.8480591180642,0.9544020732599132
CHN,comm_sr31_std,urban,2020,36.35754664146298,56.24432151862,2236.685678904631,1.093784349422377
CHN,comm_sr32_low,rural,2020,58.99575938093701,0.6420293834299999,10.24247105533388,0.2704139207245526
