node_loc,technology,year_vtg,year_act,mode,time,value,unit
R12_RCPA,crudeoil_shipped_exp_sas,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_RCPA,crudeoil_shipped_exp_weu,broadcast,broadcast,M1,year,50.0,USD/GWa
R12_CHN,crudeoil_shipped_exp_afr,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_CHN,crudeoil_shipped_exp_rcpa,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_CHN,crudeoil_shipped_exp_eeu,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_CHN,crudeoil_shipped_exp_fsu,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_CHN,crudeoil_shipped_exp_lam,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_CHN,crudeoil_shipped_exp_mea,broadcast,broadcast,M1,year,41.0,USD/GWa
R12_CHN,crudeoil_shipped_exp_nam,broadcast,broadcast,M1,year,51.0,USD/GWa
R12_CHN,crudeoil_shipped_exp_pao,broadcast,broadcast,M1,year,31.0,USD/GWa
R12_CHN,crudeoil_shipped_exp_pas,broadcast,broadcast,M1,year,32.0,USD/GWa
R12_CHN,crudeoil_shipped_exp_sas,broadcast,broadcast,M1,year,33.0,USD/GWa
R12_CHN,crudeoil_shipped_exp_weu,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_EEU,crudeoil_shipped_exp_afr,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_EEU,crudeoil_shipped_exp_rcpa,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_EEU,crudeoil_shipped_exp_chn,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_EEU,crudeoil_shipped_exp_fsu,broadcast,broadcast,M1,year,36.0,USD/GWa
R12_EEU,crudeoil_shipped_exp_lam,broadcast,broadcast,M1,year,76.0,USD/GWa
R12_EEU,crudeoil_shipped_exp_mea,broadcast,broadcast,M1,year,38.0,USD/GWa
R12_EEU,crudeoil_shipped_exp_nam,broadcast,broadcast,M1,year,34.0,USD/GWa
R12_EEU,crudeoil_shipped_exp_pao,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_EEU,crudeoil_shipped_exp_pas,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_EEU,crudeoil_shipped_exp_sas,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_EEU,crudeoil_shipped_exp_weu,broadcast,broadcast,M1,year,35.0,USD/GWa
R12_FSU,crudeoil_shipped_exp_afr,broadcast,broadcast,M1,year,45.0,USD/GWa
R12_FSU,crudeoil_shipped_exp_rcpa,broadcast,broadcast,M1,year,50.0,USD/GWa
R12_FSU,crudeoil_shipped_exp_chn,broadcast,broadcast,M1,year,45.0,USD/GWa
R12_FSU,crudeoil_shipped_exp_eeu,broadcast,broadcast,M1,year,41.0,USD/GWa
R12_FSU,crudeoil_shipped_exp_lam,broadcast,broadcast,M1,year,44.0,USD/GWa
R12_FSU,crudeoil_shipped_exp_mea,broadcast,broadcast,M1,year,47.0,USD/GWa
R12_FSU,crudeoil_shipped_exp_nam,broadcast,broadcast,M1,year,44.0,USD/GWa
R12_FSU,crudeoil_shipped_exp_pao,broadcast,broadcast,M1,year,42.0,USD/GWa
R12_FSU,crudeoil_shipped_exp_pas,broadcast,broadcast,M1,year,42.0,USD/GWa
R12_FSU,crudeoil_shipped_exp_sas,broadcast,broadcast,M1,year,44.0,USD/GWa
R12_FSU,crudeoil_shipped_exp_weu,broadcast,broadcast,M1,year,42.0,USD/GWa
R12_LAM,crudeoil_shipped_exp_afr,broadcast,broadcast,M1,year,42.0,USD/GWa
R12_LAM,crudeoil_shipped_exp_rcpa,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_LAM,crudeoil_shipped_exp_chn,broadcast,broadcast,M1,year,39.0,USD/GWa
R12_LAM,crudeoil_shipped_exp_eeu,broadcast,broadcast,M1,year,45.0,USD/GWa
R12_LAM,crudeoil_shipped_exp_fsu,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_LAM,crudeoil_shipped_exp_mea,broadcast,broadcast,M1,year,44.0,USD/GWa
R12_LAM,crudeoil_shipped_exp_nam,broadcast,broadcast,M1,year,40.0,USD/GWa
R12_LAM,crudeoil_shipped_exp_pao,broadcast,broadcast,M1,year,44.0,USD/GWa
R12_LAM,crudeoil_shipped_exp_pas,broadcast,broadcast,M1,year,43.0,USD/GWa
R12_LAM,crudeoil_shipped_exp_sas,broadcast,broadcast,M1,year,38.0,USD/GWa
R12_LAM,crudeoil_shipped_exp_weu,broadcast,broadcast,M1,year,42.0,USD/GWa
R12_MEA,crudeoil_shipped_exp_afr,broadcast,broadcast,M1,year,42.0,USD/GWa
R12_MEA,crudeoil_shipped_exp_rcpa,broadcast,broadcast,M1,year,46.0,USD/GWa
R12_MEA,crudeoil_shipped_exp_chn,broadcast,broadcast,M1,year,46.0,USD/GWa
R12_MEA,crudeoil_shipped_exp_eeu,broadcast,broadcast,M1,year,47.0,USD/GWa
R12_MEA,crudeoil_shipped_exp_fsu,broadcast,broadcast,M1,year,44.0,USD/GWa
R12_MEA,crudeoil_shipped_exp_lam,broadcast,broadcast,M1,year,47.0,USD/GWa
R12_MEA,crudeoil_shipped_exp_nam,broadcast,broadcast,M1,year,40.0,USD/GWa
R12_MEA,crudeoil_shipped_exp_pao,broadcast,broadcast,M1,year,47.0,USD/GWa
R12_MEA,crudeoil_shipped_exp_pas,broadcast,broadcast,M1,year,24.0,USD/GWa
R12_MEA,crudeoil_shipped_exp_sas,broadcast,broadcast,M1,year,46.0,USD/GWa
R12_MEA,crudeoil_shipped_exp_weu,broadcast,broadcast,M1,year,46.0,USD/GWa
R12_NAM,crudeoil_shipped_exp_afr,broadcast,broadcast,M1,year,43.0,USD/GWa
R12_NAM,crudeoil_shipped_exp_rcpa,broadcast,broadcast,M1,year,40.0,USD/GWa
R12_NAM,crudeoil_shipped_exp_chn,broadcast,broadcast,M1,year,41.0,USD/GWa
R12_NAM,crudeoil_shipped_exp_eeu,broadcast,broadcast,M1,year,51.0,USD/GWa
R12_NAM,crudeoil_shipped_exp_fsu,broadcast,broadcast,M1,year,23.0,USD/GWa
R12_NAM,crudeoil_shipped_exp_lam,broadcast,broadcast,M1,year,45.0,USD/GWa
R12_NAM,crudeoil_shipped_exp_mea,broadcast,broadcast,M1,year,32.0,USD/GWa
R12_NAM,crudeoil_shipped_exp_pao,broadcast,broadcast,M1,year,47.0,USD/GWa
R12_NAM,crudeoil_shipped_exp_pas,broadcast,broadcast,M1,year,45.0,USD/GWa
R12_NAM,crudeoil_shipped_exp_sas,broadcast,broadcast,M1,year,42.0,USD/GWa
R12_NAM,crudeoil_shipped_exp_weu,broadcast,broadcast,M1,year,46.0,USD/GWa
R12_PAO,crudeoil_shipped_exp_afr,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_PAO,crudeoil_shipped_exp_rcpa,broadcast,broadcast,M1,year,50.0,USD/GWa
R12_PAO,crudeoil_shipped_exp_chn,broadcast,broadcast,M1,year,51.0,USD/GWa
R12_PAO,crudeoil_shipped_exp_eeu,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_PAO,crudeoil_shipped_exp_fsu,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_PAO,crudeoil_shipped_exp_lam,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_PAO,crudeoil_shipped_exp_mea,broadcast,broadcast,M1,year,41.0,USD/GWa
R12_PAO,crudeoil_shipped_exp_nam,broadcast,broadcast,M1,year,43.0,USD/GWa
R12_PAO,crudeoil_shipped_exp_pas,broadcast,broadcast,M1,year,44.0,USD/GWa
R12_PAO,crudeoil_shipped_exp_sas,broadcast,broadcast,M1,year,40.0,USD/GWa
R12_PAO,crudeoil_shipped_exp_weu,broadcast,broadcast,M1,year,30.0,USD/GWa
R12_PAS,crudeoil_shipped_exp_afr,broadcast,broadcast,M1,year,10.0,USD/GWa
R12_PAS,crudeoil_shipped_exp_rcpa,broadcast,broadcast,M1,year,68.0,USD/GWa
R12_PAS,crudeoil_shipped_exp_chn,broadcast,broadcast,M1,year,45.0,USD/GWa
R12_PAS,crudeoil_shipped_exp_eeu,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_PAS,crudeoil_shipped_exp_fsu,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_PAS,crudeoil_shipped_exp_lam,broadcast,broadcast,M1,year,632.0,USD/GWa
R12_PAS,crudeoil_shipped_exp_mea,broadcast,broadcast,M1,year,39.0,USD/GWa
R12_PAS,crudeoil_shipped_exp_nam,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_PAS,crudeoil_shipped_exp_pao,broadcast,broadcast,M1,year,42.0,USD/GWa
R12_PAS,crudeoil_shipped_exp_sas,broadcast,broadcast,M1,year,63.0,USD/GWa
R12_PAS,crudeoil_shipped_exp_weu,broadcast,broadcast,M1,year,45.0,USD/GWa
R12_SAS,crudeoil_shipped_exp_afr,broadcast,broadcast,M1,year,35.0,USD/GWa
R12_SAS,crudeoil_shipped_exp_rcpa,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_SAS,crudeoil_shipped_exp_chn,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_SAS,crudeoil_shipped_exp_eeu,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_SAS,crudeoil_shipped_exp_fsu,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_SAS,crudeoil_shipped_exp_lam,broadcast,broadcast,M1,year,107.0,USD/GWa
R12_SAS,crudeoil_shipped_exp_mea,broadcast,broadcast,M1,year,44.0,USD/GWa
R12_SAS,crudeoil_shipped_exp_nam,broadcast,broadcast,M1,year,36.0,USD/GWa
R12_SAS,crudeoil_shipped_exp_pao,broadcast,broadcast,M1,year,52.0,USD/GWa
R12_SAS,crudeoil_shipped_exp_pas,broadcast,broadcast,M1,year,53.0,USD/GWa
R12_SAS,crudeoil_shipped_exp_weu,broadcast,broadcast,M1,year,44.0,USD/GWa
R12_WEU,crudeoil_shipped_exp_afr,broadcast,broadcast,M1,year,28.0,USD/GWa
R12_WEU,crudeoil_shipped_exp_rcpa,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_WEU,crudeoil_shipped_exp_chn,broadcast,broadcast,M1,year,44.0,USD/GWa
R12_WEU,crudeoil_shipped_exp_eeu,broadcast,broadcast,M1,year,46.0,USD/GWa
R12_WEU,crudeoil_shipped_exp_fsu,broadcast,broadcast,M1,year,44.0,USD/GWa
R12_WEU,crudeoil_shipped_exp_lam,broadcast,broadcast,M1,year,55.0,USD/GWa
R12_WEU,crudeoil_shipped_exp_mea,broadcast,broadcast,M1,year,39.0,USD/GWa
R12_WEU,crudeoil_shipped_exp_nam,broadcast,broadcast,M1,year,39.0,USD/GWa
R12_WEU,crudeoil_shipped_exp_pao,broadcast,broadcast,M1,year,22.0,USD/GWa
R12_WEU,crudeoil_shipped_exp_pas,broadcast,broadcast,M1,year,44.0,USD/GWa
R12_WEU,crudeoil_shipped_exp_sas,broadcast,broadcast,M1,year,47.0,USD/GWa
