node_loc,technology,year_vtg,year_act,mode,node_dest,commodity,level,time,time_dest,value,unit
R12_AFR,foil_piped_exp_mea,broadcast,broadcast,M1,R12_MEA,fueloil,piped,year,year,1,GWa
R12_AFR,foil_piped_exp_weu,broadcast,broadcast,M1,R12_WEU,fueloil,piped,year,year,1,GWa
R12_CHN,foil_piped_exp_fsu,broadcast,broadcast,M1,R12_FSU,fueloil,piped,year,year,1,GWa
R12_EEU,foil_piped_exp_fsu,broadcast,broadcast,M1,R12_FSU,fueloil,piped,year,year,1,GWa
R12_EEU,foil_piped_exp_weu,broadcast,broadcast,M1,R12_WEU,fueloil,piped,year,year,1,GWa
R12_FSU,foil_piped_exp_rcpa,broadcast,broadcast,M1,R12_RCPA,fueloil,piped,year,year,1,GWa
R12_FSU,foil_piped_exp_chn,broadcast,broadcast,M1,R12_CHN,fueloil,piped,year,year,1,GWa
R12_FSU,foil_piped_exp_eeu,broadcast,broadcast,M1,R12_EEU,fueloil,piped,year,year,1,GWa
R12_FSU,foil_piped_exp_mea,broadcast,broadcast,M1,R12_MEA,fueloil,piped,year,year,1,GWa
R12_FSU,foil_piped_exp_pao,broadcast,broadcast,M1,R12_PAO,fueloil,piped,year,year,1,GWa
R12_FSU,foil_piped_exp_pas,broadcast,broadcast,M1,R12_PAS,fueloil,piped,year,year,1,GWa
R12_FSU,foil_piped_exp_sas,broadcast,broadcast,M1,R12_SAS,fueloil,piped,year,year,1,GWa
R12_FSU,foil_piped_exp_weu,broadcast,broadcast,M1,R12_WEU,fueloil,piped,year,year,1,GWa
R12_LAM,foil_piped_exp_nam,broadcast,broadcast,M1,R12_NAM,fueloil,piped,year,year,1,GWa
R12_MEA,foil_piped_exp_afr,broadcast,broadcast,M1,R12_AFR,fueloil,piped,year,year,1,GWa
R12_MEA,foil_piped_exp_eeu,broadcast,broadcast,M1,R12_EEU,fueloil,piped,year,year,1,GWa
R12_MEA,foil_piped_exp_fsu,broadcast,broadcast,M1,R12_FSU,fueloil,piped,year,year,1,GWa
R12_MEA,foil_piped_exp_sas,broadcast,broadcast,M1,R12_SAS,fueloil,piped,year,year,1,GWa
R12_MEA,foil_piped_exp_weu,broadcast,broadcast,M1,R12_WEU,fueloil,piped,year,year,1,GWa
R12_NAM,foil_piped_exp_lam,broadcast,broadcast,M1,R12_LAM,fueloil,piped,year,year,1,GWa
R12_PAO,foil_piped_exp_fsu,broadcast,broadcast,M1,R12_FSU,fueloil,piped,year,year,1,GWa
R12_PAS,foil_piped_exp_rcpa,broadcast,broadcast,M1,R12_RCPA,fueloil,piped,year,year,1,GWa
R12_PAS,foil_piped_exp_chn,broadcast,broadcast,M1,R12_CHN,fueloil,piped,year,year,1,GWa
R12_PAS,foil_piped_exp_fsu,broadcast,broadcast,M1,R12_FSU,fueloil,piped,year,year,1,GWa
R12_PAS,foil_piped_exp_pao,broadcast,broadcast,M1,R12_PAO,fueloil,piped,year,year,1,GWa
R12_SAS,foil_piped_exp_fsu,broadcast,broadcast,M1,R12_FSU,fueloil,piped,year,year,1,GWa
R12_SAS,foil_piped_exp_mea,broadcast,broadcast,M1,R12_MEA,fueloil,piped,year,year,1,GWa
R12_SAS,foil_piped_exp_pas,broadcast,broadcast,M1,R12_PAS,fueloil,piped,year,year,1,GWa
R12_WEU,foil_piped_exp_afr,broadcast,broadcast,M1,R12_AFR,fueloil,piped,year,year,1,GWa
R12_WEU,foil_piped_exp_eeu,broadcast,broadcast,M1,R12_EEU,fueloil,piped,year,year,1,GWa
R12_WEU,foil_piped_exp_fsu,broadcast,broadcast,M1,R12_FSU,fueloil,piped,year,year,1,GWa
R12_WEU,foil_piped_exp_mea,broadcast,broadcast,M1,R12_MEA,fueloil,piped,year,year,1,GWa
R12_MEA,foil_piped_imp,broadcast,broadcast,M1,R12_MEA,fueloil,secondary,year,year,1,GWa
R12_WEU,foil_piped_imp,broadcast,broadcast,M1,R12_WEU,fueloil,secondary,year,year,1,GWa
R12_FSU,foil_piped_imp,broadcast,broadcast,M1,R12_FSU,fueloil,secondary,year,year,1,GWa
R12_RCPA,foil_piped_imp,broadcast,broadcast,M1,R12_RCPA,fueloil,secondary,year,year,1,GWa
R12_CHN,foil_piped_imp,broadcast,broadcast,M1,R12_CHN,fueloil,secondary,year,year,1,GWa
R12_EEU,foil_piped_imp,broadcast,broadcast,M1,R12_EEU,fueloil,secondary,year,year,1,GWa
R12_PAO,foil_piped_imp,broadcast,broadcast,M1,R12_PAO,fueloil,secondary,year,year,1,GWa
R12_PAS,foil_piped_imp,broadcast,broadcast,M1,R12_PAS,fueloil,secondary,year,year,1,GWa
R12_SAS,foil_piped_imp,broadcast,broadcast,M1,R12_SAS,fueloil,secondary,year,year,1,GWa
R12_NAM,foil_piped_imp,broadcast,broadcast,M1,R12_NAM,fueloil,secondary,year,year,1,GWa
R12_AFR,foil_piped_imp,broadcast,broadcast,M1,R12_AFR,fueloil,secondary,year,year,1,GWa
R12_LAM,foil_piped_imp,broadcast,broadcast,M1,R12_LAM,fueloil,secondary,year,year,1,GWa
